N_TASKS;N_EDGES;N_PES;N_SLOTS;N_SCHEDS;MAP_PE1;MAP_PE2;MAP_PE3;MAP_PE4;FREQ_PE1;FREQ_PE2;FREQ_PE3;FREQ_PE4;MEM_PE1;MEM_PE2;MEM_PE3;MEM_PE4;SLOTS_PE1;SLOTS_PE2;SLOTS_PE3;SLOTS_PE4;MAP_T1;MAP_T2;MAP_T3;MAP_T4;MAP_T5;MAP_T6;MAP_T7;MAP_T8;MAP_T9;MAP_T10;MAP_T11;TASK_SCHED;COMM_SCHED;MEMCONS_PE1;MEMCONS_PE2;MEMCONS_PE3;MEMCONS_PE4;U_PE1;U_PE2;U_PE3;U_PE4;PERIOD_APP1;PERIOD_APP2;PERIOD_APP3;PERIOD_APP4;THROUGHPUT_APP1;THROUGHPUT_APP2;THROUGHPUT_APP3;THROUGHPUT_APP4;LATENCY_APP1;LATENCY_APP2;LATENCY_APP3;LATENCY_APP4;cluster;

"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-6-7-8-9-3-4@";"@0-1-2-4-5-6-7-3@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2469";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-6-7-8-9-3-4@";"@0-1-2-4-5-6-7-3@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2469";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-6-7-8-2-3-4-9@";"@0-1-4-5-6-7-2-3@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-6-7-8-9-3-4@";"@0-1-2-4-5-6-7-3@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2469";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-6-7-8-9-2-3-4@";"@0-1-4-5-6-7-2-3@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2392";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-4-6-7-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"612";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-6-7-8-9-2-3-4@";"@0-1-4-5-6-7-2-3@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2392";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-6-7-8-9-2-3-4@";"@0-1-4-5-6-7-2-3@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2392";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-4-6-7-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"612";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-4-6-7-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"612";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-4-7-8-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-4-7-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-4-7-8-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-4-7-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-4-7-8-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-4-7-8-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-4-7-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-4-7-8-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-4-7-8-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"1789";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-4-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-7-4-8-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-4-8-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-4-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-4-8-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-4-8-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-4-8-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-7-4-8-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-7-4-8-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2622";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-8-4-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-8-4-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-8-4-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-8-4-9@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-7-8-4-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-8-4-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-8-9-4@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2546";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-8-9-4@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2546";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-8-4-9@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-7-8-4-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-3-5-6-7-8-9-4@";"@0-1-2-3-4-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2546";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-2-5-3-6-7-8-4-9@";"@0-1-2-4-3-5-6-7@";"0";"0";"0";"0";"1000";"0";"240";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2654";"2669";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-8-9-4@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"240";"0";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2546";"0";"0";0;
"11";"8";"4";"4";"4";"(1-0-0-0)";"(0-1-0-0)";"(0-0-1-0)";"(0-0-0-1)";"50";"50";"50";"50";"160000";"160000";"160000";"160000";"0";"0";"0";"0";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"(1-0-0-0)";"@1-5-2-3-6-7-8-9-4@";"@0-1-4-2-3-5-6-7@";"0";"0";"0";"0";"1000";"300";"0";"240";"2669";"2669";"0";"0";"0.000374672";"0.000374672";"inf";"inf";"2669";"2546";"0";"0";0;
